TimeStamp,ChainlinkAggregate,Chainlayer,Wetez,ztake,Mycelium Node,Inotel,Sync Node,Omniscience,Alpha Chain,SNZPool,Simply VC,LinkPool,01Node,DexTrac,Prophet,Staked,PlusSign,Anyblock,LinkForest,Fiews,Framework Ventures,Staking Facilities,Blocksize Capital,T-Systems,Easy 2 stake,Kytzu,Figment Networks,Newroad Network,stake.fish,Validation Capital,P2P.org,Infinity Stones,Coincap,BraveNewCoin,CryptoCompare,AlphaVantage,CoinGecko,CoinPaprika,CoinMarketCap,,,,,
1650489320,3081.18,3082.87,3076.96,3076.96,3079.86,3079.12,3079.12,3079.12,3079.41,3076.96,3076.96,3079.12,3082.35,3080.18,3080.38,3080.54,3081.03,3083.41,3083.49,3083.74,3081.18,3081.18,3081.24,3081.63,3081.72,3081.86,3081.86,3082.48,3082.49,3082.92,3082.94,3084.01,3085.20,3082.14,3083.76,3083.01,3083.60,3068.85,3080.60,,,,,
1650490225,3081.18,3082.87,3076.96,3076.96,3079.86,3079.12,3079.12,3079.12,3079.41,3076.96,3076.96,3079.12,3082.35,3080.18,3080.38,3080.54,3081.03,3083.41,3083.49,3083.74,3081.18,3081.18,3081.24,3081.63,3081.72,3081.86,3081.86,3082.48,3082.49,3082.92,3082.94,3084.01,3089.45,3086.66,3088.00,3086.81,3084.19,3085.10,3083.93,,,,,
1650491127,3081.18,3082.87,3076.96,3076.96,3079.86,3079.12,3079.12,3079.12,3079.41,3076.96,3076.96,3079.12,3082.35,3080.18,3080.38,3080.54,3081.03,3083.41,3083.49,3083.74,3081.18,3081.18,3081.24,3081.63,3081.72,3081.86,3081.86,3082.48,3082.49,3082.92,3082.94,3084.01,3082.74,3082.04,3078.82,3078.09,3082.88,3079.04,3080.83,,,,,
1650492024,3082.71,3081.86,3081.96,3082.23,3082.87,3082.88,3082.97,3083.03,3080.98,3081.17,3081.43,3081.43,3081.43,3081.59,3081.82,3083.21,3083.33,3083.85,3083.94,3082.24,3082.32,3082.60,3082.64,3082.65,3082.71,3082.85,3083.03,3083.07,3083.16,3083.94,3083.94,3083.94,3087.52,3084.45,3085.52,3084.40,3087.88,3079.64,3082.85,,,,,
1650492922,3082.71,3081.86,3081.96,3082.23,3082.87,3082.88,3082.97,3083.03,3080.98,3081.17,3081.43,3081.43,3081.43,3081.59,3081.82,3083.21,3083.33,3083.85,3083.94,3082.24,3082.32,3082.60,3082.64,3082.65,3082.71,3082.85,3083.03,3083.07,3083.16,3083.94,3083.94,3083.94,3087.30,3084.14,3087.63,3086.99,3085.12,3082.46,3083.81,,,,,
1650493830,3082.71,3081.86,3081.96,3082.23,3082.87,3082.88,3082.97,3083.03,3080.98,3081.17,3081.43,3081.43,3081.43,3081.59,3081.82,3083.21,3083.33,3083.85,3083.94,3082.24,3082.32,3082.60,3082.64,3082.65,3082.71,3082.85,3083.03,3083.07,3083.16,3083.94,3083.94,3083.94,3092.24,3093.21,3089.60,3088.95,3095.45,3094.73,3090.57,,,,,
1650494719,3082.71,3081.86,3081.96,3082.23,3082.87,3082.88,3082.97,3083.03,3080.98,3081.17,3081.43,3081.43,3081.43,3081.59,3081.82,3083.21,3083.33,3083.85,3083.94,3082.24,3082.32,3082.60,3082.64,3082.65,3082.71,3082.85,3083.03,3083.07,3083.16,3083.94,3083.94,3083.94,3093.79,3093.44,3088.68,3087.91,3092.10,3093.08,3091.76,,,,,
1650495631,3090.05,3089.96,3087.19,3087.66,3087.92,3087.92,3088.07,3088.12,3088.28,3088.54,3088.56,3088.83,3089.77,3090.02,3090.05,3090.12,3090.18,3090.18,3090.29,3090.34,3090.34,3090.34,3090.34,3090.34,3089.32,3089.32,3090.37,3090.84,3092.00,3092.23,3092.53,3092.53,3090.60,3089.80,3087.19,3085.39,3089.06,3094.12,3087.48,,,,,
1650496519,3074.13,3075.98,3073.11,3073.12,3073.41,3073.67,3073.77,3073.78,3073.90,3074.08,3074.12,3074.13,3075.56,3075.73,3075.73,3075.81,3080.39,3073.23,3073.27,3073.36,3074.43,3074.57,3074.60,3074.96,3075.28,3075.33,3075.45,3075.52,3075.55,3073.41,3073.57,3073.62,3077.99,3077.68,3075.60,3074.67,3084.90,3083.29,3075.87,,,,,
1650497420,3074.13,3075.98,3073.11,3073.12,3073.41,3073.67,3073.77,3073.78,3073.90,3074.08,3074.12,3074.13,3075.56,3075.73,3075.73,3075.81,3080.39,3073.23,3073.27,3073.36,3074.43,3074.57,3074.60,3074.96,3075.28,3075.33,3075.45,3075.52,3075.55,3073.41,3073.57,3073.62,3083.86,3080.33,3081.53,3082.51,3081.69,3081.22,3080.36,,,,,
1650498320,3074.13,3075.98,3073.11,3073.12,3073.41,3073.67,3073.77,3073.78,3073.90,3074.08,3074.12,3074.13,3075.56,3075.73,3075.73,3075.81,3080.39,3073.23,3073.27,3073.36,3074.43,3074.57,3074.60,3074.96,3075.28,3075.33,3075.45,3075.52,3075.55,3073.41,3073.57,3073.62,3079.10,3075.88,3077.05,3075.18,3080.63,3079.71,3076.25,,,,,
1650502826,3086.11,3087.29,3085.76,3085.89,3085.95,3086.02,3086.08,3086.11,3086.29,3086.37,3086.43,3086.52,3084.97,3084.97,3085.01,3085.52,3085.60,3085.61,3085.61,3085.71,3085.74,3085.76,3086.76,3086.78,3086.89,3086.90,3087.12,3087.71,3088.31,3088.97,3086.73,3086.73,3092.20,3087.06,3087.29,3086.14,3086.78,3086.74,3086.39,,,,,
1650503720,3086.11,3087.29,3085.76,3085.89,3085.95,3086.02,3086.08,3086.11,3086.29,3086.37,3086.43,3086.52,3084.97,3084.97,3085.01,3085.52,3085.60,3085.61,3085.61,3085.71,3085.74,3085.76,3086.76,3086.78,3086.89,3086.90,3087.12,3087.71,3088.31,3088.97,3086.73,3086.73,3086.56,3088.54,3083.29,3082.28,3085.65,3088.22,3084.00,,,,,
1650504626,3086.11,3087.29,3085.76,3085.89,3085.95,3086.02,3086.08,3086.11,3086.29,3086.37,3086.43,3086.52,3084.97,3084.97,3085.01,3085.52,3085.60,3085.61,3085.61,3085.71,3085.74,3085.76,3086.76,3086.78,3086.89,3086.90,3087.12,3087.71,3088.31,3088.97,3086.73,3086.73,3094.16,3092.79,3092.98,3091.87,3096.68,3078.52,3091.14,,,,,
1650505520,3086.11,3104.56,3100.50,3101.38,3101.70,3101.79,3102.06,3102.35,3102.76,3102.78,3102.79,3102.83,3102.88,3096.56,3097.25,3098.84,3098.84,3098.84,3098.84,3098.85,3099.44,3099.44,3099.87,3099.88,3100.37,3100.50,3103.09,3103.13,3103.19,3103.22,3104.09,3104.21,3102.86,3099.94,3103.89,3103.68,3096.25,3085.85,3097.56,,,,,
1650506430,3099.94,3101.34,3099.83,3099.91,3099.94,3100.01,3100.01,3097.55,3097.55,3097.66,3098.76,3099.10,3099.29,3099.33,3099.44,3099.51,3099.80,3098.58,3098.69,3100.03,3100.04,3100.89,3101.11,3101.11,3099.83,3100.06,3100.06,3100.35,3100.35,3100.43,3100.55,3100.69,3102.07,3101.53,3101.91,3100.44,3099.72,3086.65,3097.70,,,,,
1650507320,3099.94,3101.34,3099.83,3099.91,3099.94,3100.01,3100.01,3097.55,3097.55,3097.66,3098.76,3099.10,3099.29,3099.33,3099.44,3099.51,3099.80,3098.58,3098.69,3100.03,3100.04,3100.89,3101.11,3101.11,3099.83,3100.06,3100.06,3100.35,3100.35,3100.43,3100.55,3100.69,3105.46,3104.18,3102.42,3101.12,3102.50,3090.27,3101.60,,,,,
1650508221,3099.94,3101.34,3099.83,3099.91,3099.94,3100.01,3100.01,3097.55,3097.55,3097.66,3098.76,3099.10,3099.29,3099.33,3099.44,3099.51,3099.80,3098.58,3098.69,3100.03,3100.04,3100.89,3101.11,3101.11,3099.83,3100.06,3100.06,3100.35,3100.35,3100.43,3100.55,3100.69,3102.44,3100.63,3099.41,3099.01,3100.33,3099.41,3098.62,,,,,
1650509126,3099.94,3101.34,3099.83,3099.91,3099.94,3100.01,3100.01,3097.55,3097.55,3097.66,3098.76,3099.10,3099.29,3099.33,3099.44,3099.51,3099.80,3098.58,3098.69,3100.03,3100.04,3100.89,3101.11,3101.11,3099.83,3100.06,3100.06,3100.35,3100.35,3100.43,3100.55,3100.69,3096.67,3093.97,3092.39,3091.82,3093.61,3094.10,3092.97,,,,,
1650510083,3091.25,3091.53,3090.05,3090.05,3090.16,3090.65,3090.65,3090.66,3090.76,3090.85,3091.08,3091.09,3091.11,3091.11,3091.19,3091.25,3091.25,3091.25,3091.43,3094.56,3091.26,3091.27,3091.29,3091.40,3091.40,3091.41,3091.43,3091.46,3091.51,3092.09,3093.36,3094.06,3094.52,3092.73,3092.23,3091.76,3093.38,3092.22,3092.81,,,,,
1650510918,3091.25,3091.53,3090.05,3090.05,3090.16,3090.65,3090.65,3090.66,3090.76,3090.85,3091.08,3091.09,3091.11,3091.11,3091.19,3091.25,3091.25,3091.25,3091.43,3094.56,3091.26,3091.27,3091.29,3091.40,3091.40,3091.41,3091.43,3091.46,3091.51,3092.09,3093.36,3094.06,3091.37,3089.08,3089.60,3089.14,3090.44,3090.16,3090.15,,,,,
1650511823,3091.25,3091.53,3090.05,3090.05,3090.16,3090.65,3090.65,3090.66,3090.76,3090.85,3091.08,3091.09,3091.11,3091.11,3091.19,3091.25,3091.25,3091.25,3091.43,3094.56,3091.26,3091.27,3091.29,3091.40,3091.40,3091.41,3091.43,3091.46,3091.51,3092.09,3093.36,3094.06,3092.28,3090.60,3094.53,3093.39,3083.45,3089.89,3090.69,,,,,
1650512720,3091.25,3091.53,3090.05,3090.05,3090.16,3090.65,3090.65,3090.66,3090.76,3090.85,3091.08,3091.09,3091.11,3091.11,3091.19,3091.25,3091.25,3091.25,3091.43,3094.56,3091.26,3091.27,3091.29,3091.40,3091.40,3091.41,3091.43,3091.46,3091.51,3092.09,3093.36,3094.06,3094.37,3094.20,3093.19,3092.54,3087.49,3091.81,3092.27,,,,,
1650513628,3094.81,3094.60,3094.55,3094.06,3094.12,3094.82,3094.93,3095.28,3095.33,3095.40,3095.44,3098.03,3094.55,3094.56,3094.60,3094.60,3095.46,3095.53,3095.57,3095.58,3095.58,3095.65,3091.39,3094.06,3094.64,3094.64,3094.81,3094.81,3094.81,3094.81,3098.31,3096.07,3099.19,3096.31,3098.04,3097.03,3088.93,3095.76,3095.88,,,,,
1650514520,3094.81,3094.60,3094.55,3094.06,3094.12,3094.82,3094.93,3095.28,3095.33,3095.40,3095.44,3098.03,3094.55,3094.56,3094.60,3094.60,3095.46,3095.53,3095.57,3095.58,3095.58,3095.65,3091.39,3094.06,3094.64,3094.64,3094.81,3094.81,3094.81,3094.81,3098.31,3096.07,3104.04,3099.74,3104.47,3103.10,3097.37,3091.55,3100.55,,,,,
1650515424,3094.81,3094.60,3094.55,3094.06,3094.12,3094.82,3094.93,3095.28,3095.33,3095.40,3095.44,3098.03,3094.55,3094.56,3094.60,3094.60,3095.46,3095.53,3095.57,3095.58,3095.58,3095.65,3091.39,3094.06,3094.64,3094.64,3094.81,3094.81,3094.81,3094.81,3098.31,3096.07,3097.81,3096.32,3095.59,3094.55,3096.62,3096.71,3095.36,,,,,
1650516319,3094.81,3094.60,3094.55,3094.06,3094.12,3094.82,3094.93,3095.28,3095.33,3095.40,3095.44,3098.03,3094.55,3094.56,3094.60,3094.60,3095.46,3095.53,3095.57,3095.58,3095.58,3095.65,3091.39,3094.06,3094.64,3094.64,3094.81,3094.81,3094.81,3094.81,3098.31,3096.07,3087.01,3084.76,3083.83,3083.27,3088.98,3085.56,3085.11,,,,,
1650517222,3083.30,3084.00,3082.34,3082.39,3082.50,3083.23,3083.23,3084.00,3084.00,3084.00,3084.07,3084.15,3084.83,3085.95,3086.32,3082.53,3082.95,3083.07,3083.20,3083.21,3083.21,3083.21,3083.23,3083.27,3083.28,3083.30,3083.36,3083.39,3083.69,3083.86,3083.86,3083.87,3087.81,3084.46,3083.40,3083.93,3083.87,3085.46,3086.54,,,,,
1650518147,3083.30,3084.00,3082.34,3082.39,3082.50,3083.23,3083.23,3084.00,3084.00,3084.00,3084.07,3084.15,3084.83,3085.95,3086.32,3082.53,3082.95,3083.07,3083.20,3083.21,3083.21,3083.21,3083.23,3083.27,3083.28,3083.30,3083.36,3083.39,3083.69,3083.86,3083.86,3083.87,3092.11,3088.91,3093.95,3091.62,3088.34,3088.49,3089.41,,,,,
1650519149,3083.30,3084.00,3082.34,3082.39,3082.50,3083.23,3083.23,3084.00,3084.00,3084.00,3084.07,3084.15,3084.83,3085.95,3086.32,3082.53,3082.95,3083.07,3083.20,3083.21,3083.21,3083.21,3083.23,3083.27,3083.28,3083.30,3083.36,3083.39,3083.69,3083.86,3083.86,3083.87,3088.77,3088.32,3084.67,3084.47,3088.96,3094.31,3088.38,,,,,
1650519919,3083.30,3084.00,3082.34,3082.39,3082.50,3083.23,3083.23,3084.00,3084.00,3084.00,3084.07,3084.15,3084.83,3085.95,3086.32,3082.53,3082.95,3083.07,3083.20,3083.21,3083.21,3083.21,3083.23,3083.27,3083.28,3083.30,3083.36,3083.39,3083.69,3083.86,3083.86,3083.87,3083.25,3083.33,3080.53,3079.65,3083.41,3085.44,3082.88,,,,,
1650520822,3075.16,3073.29,3073.55,3074.20,3074.23,3074.24,3074.29,3074.35,3074.38,3074.94,3075.16,3075.16,3077.07,3077.16,3072.98,3075.18,3075.23,3075.62,3076.12,3076.12,3076.12,3076.12,3076.12,3077.07,3072.91,3073.06,3073.15,3073.38,3073.44,3078.01,3078.73,3079.51,3075.07,3075.62,3072.07,3072.57,3079.61,3068.47,3075.04,,,,,
1650521719,3075.16,3073.29,3073.55,3074.20,3074.23,3074.24,3074.29,3074.35,3074.38,3074.94,3075.16,3075.16,3077.07,3077.16,3072.98,3075.18,3075.23,3075.62,3076.12,3076.12,3076.12,3076.12,3076.12,3077.07,3072.91,3073.06,3073.15,3073.38,3073.44,3078.01,3078.73,3079.51,3075.24,3073.64,3073.82,3071.70,3075.95,3064.54,3075.62,,,,,
1650522626,3075.16,3073.29,3073.55,3074.20,3074.23,3074.24,3074.29,3074.35,3074.38,3074.94,3075.16,3075.16,3077.07,3077.16,3072.98,3075.18,3075.23,3075.62,3076.12,3076.12,3076.12,3076.12,3076.12,3077.07,3072.91,3073.06,3073.15,3073.38,3073.44,3078.01,3078.73,3079.51,3078.52,3077.41,3077.16,3076.23,3076.49,3075.78,3075.60,,,,,
1650523519,3075.16,3073.29,3073.55,3074.20,3074.23,3074.24,3074.29,3074.35,3074.38,3074.94,3075.16,3075.16,3077.07,3077.16,3072.98,3075.18,3075.23,3075.62,3076.12,3076.12,3076.12,3076.12,3076.12,3077.07,3072.91,3073.06,3073.15,3073.38,3073.44,3078.01,3078.73,3079.51,3081.10,3078.91,3081.61,3082.11,3079.74,3079.50,3078.89,,,,,
1650524424,3078.29,3078.66,3076.25,3076.84,3076.84,3076.84,3078.27,3078.29,3076.97,3076.97,3077.32,3078.13,3078.23,3077.32,3077.54,3077.72,3078.03,3078.45,3078.66,3078.66,3078.27,3078.91,3078.94,3079.09,3079.17,3079.38,3080.06,3080.06,3080.06,3080.18,3080.20,3080.34,3078.12,3081.00,3078.47,3078.32,3076.50,3080.05,3078.62,,,,,
1650525320,3078.29,3078.66,3076.25,3076.84,3076.84,3076.84,3078.27,3078.29,3076.97,3076.97,3077.32,3078.13,3078.23,3077.32,3077.54,3077.72,3078.03,3078.45,3078.66,3078.66,3078.27,3078.91,3078.94,3079.09,3079.17,3079.38,3080.06,3080.06,3080.06,3080.18,3080.20,3080.34,3081.25,3082.38,3077.76,3077.00,3077.30,3082.08,3076.26,,,,,
1650526223,3078.29,3078.66,3076.25,3076.84,3076.84,3076.84,3078.27,3078.29,3076.97,3076.97,3077.32,3078.13,3078.23,3077.32,3077.54,3077.72,3078.03,3078.45,3078.66,3078.66,3078.27,3078.91,3078.94,3079.09,3079.17,3079.38,3080.06,3080.06,3080.06,3080.18,3080.20,3080.34,3087.86,3084.27,3085.49,3085.21,3085.03,3085.34,3084.23,,,,,
1650527126,3078.29,3078.66,3076.25,3076.84,3076.84,3076.84,3078.27,3078.29,3076.97,3076.97,3077.32,3078.13,3078.23,3077.32,3077.54,3077.72,3078.03,3078.45,3078.66,3078.66,3078.27,3078.91,3078.94,3079.09,3079.17,3079.38,3080.06,3080.06,3080.06,3080.18,3080.20,3080.34,3091.85,3092.52,3091.66,3090.65,3090.44,3088.76,3087.91,,,,,
1650528023,3096.53,3096.27,3093.99,3094.03,3094.87,3096.27,3096.27,3096.27,3096.53,3096.76,3096.79,3095.67,3095.75,3097.67,3097.69,3097.75,3097.76,3098.21,3099.04,3095.78,3095.78,3095.78,3095.78,3096.16,3096.20,3096.86,3097.08,3097.31,3097.31,3097.31,3097.33,3097.41,3102.84,3099.17,3103.24,3101.05,3093.93,3094.78,3097.82,,,,,
1650528919,3103.00,3103.00,3102.01,3102.45,3102.88,3097.29,3097.82,3100.96,3103.00,3103.00,3103.07,3103.23,3103.25,3103.33,3103.35,3100.96,3102.76,3102.87,3103.36,3103.36,3103.00,3103.06,3103.49,3103.63,3103.87,3103.96,3104.26,3104.46,3099.04,3099.22,3102.49,3102.72,3103.51,3104.58,3099.92,3098.56,3101.82,3101.79,3097.90,,,,,
1650529824,3103.00,3103.00,3102.01,3102.45,3102.88,3097.29,3097.82,3100.96,3103.00,3103.00,3103.07,3103.23,3103.25,3103.33,3103.35,3100.96,3102.76,3102.87,3103.36,3103.36,3103.00,3103.06,3103.49,3103.63,3103.87,3103.96,3104.26,3104.46,3099.04,3099.22,3102.49,3102.72,3102.84,3100.54,3099.38,3098.51,3100.40,3097.83,3097.44,,,,,
1650530722,3103.00,3103.00,3102.01,3102.45,3102.88,3097.29,3097.82,3100.96,3103.00,3103.00,3103.07,3103.23,3103.25,3103.33,3103.35,3100.96,3102.76,3102.87,3103.36,3103.36,3103.00,3103.06,3103.49,3103.63,3103.87,3103.96,3104.26,3104.46,3099.04,3099.22,3102.49,3102.72,3101.31,3098.70,3100.65,3098.94,3099.57,3096.05,3098.01,,,,,
1650531630,3101.36,3101.32,3101.36,3101.40,3101.49,3099.06,3100.09,3100.09,3100.15,3100.23,3100.40,3100.66,3100.69,3100.69,3100.78,3100.82,3100.82,3101.00,3101.00,3104.30,3105.16,3101.49,3101.91,3101.91,3101.91,3101.91,3102.10,3102.21,3102.35,3102.51,3102.81,3106.02,3104.97,3102.88,3103.86,3101.29,3099.98,3099.89,3102.14,,,,,
1650532519,3101.36,3101.32,3101.36,3101.40,3101.49,3099.06,3100.09,3100.09,3100.15,3100.23,3100.40,3100.66,3100.69,3100.69,3100.78,3100.82,3100.82,3101.00,3101.00,3104.30,3105.16,3101.49,3101.91,3101.91,3101.91,3101.91,3102.10,3102.21,3102.35,3102.51,3102.81,3106.02,3101.79,3100.69,3099.89,3098.99,3098.35,3097.33,3098.04,,,,,
1650533423,3101.36,3101.32,3101.36,3101.40,3101.49,3099.06,3100.09,3100.09,3100.15,3100.23,3100.40,3100.66,3100.69,3100.69,3100.78,3100.82,3100.82,3101.00,3101.00,3104.30,3105.16,3101.49,3101.91,3101.91,3101.91,3101.91,3102.10,3102.21,3102.35,3102.51,3102.81,3106.02,3102.42,3098.53,3102.21,3102.49,3098.97,3094.62,3097.68,,,,,
1650534319,3101.36,3101.32,3101.36,3101.40,3101.49,3099.06,3100.09,3100.09,3100.15,3100.23,3100.40,3100.66,3100.69,3100.69,3100.78,3100.82,3100.82,3101.00,3101.00,3104.30,3105.16,3101.49,3101.91,3101.91,3101.91,3101.91,3102.10,3102.21,3102.35,3102.51,3102.81,3106.02,3092.30,3099.19,3088.03,3086.31,3101.62,3096.78,3089.91,,,,,
1650535224,3090.11,3090.55,3090.10,3090.11,3090.18,3090.58,3090.61,3091.08,3091.51,3088.29,3088.29,3088.29,3088.51,3088.96,3089.20,3089.31,3089.37,3089.48,3089.55,3090.30,3090.32,3090.32,3090.32,3090.33,3090.33,3090.34,3090.48,3090.55,3089.72,3089.82,3089.95,3090.00,3092.19,3091.38,3089.75,3088.43,3091.84,3087.35,3089.86,,,,,
1650536125,3090.11,3090.55,3090.10,3090.11,3090.18,3090.58,3090.61,3091.08,3091.51,3088.29,3088.29,3088.29,3088.51,3088.96,3089.20,3089.31,3089.37,3089.48,3089.55,3090.30,3090.32,3090.32,3090.32,3090.33,3090.33,3090.34,3090.48,3090.55,3089.72,3089.82,3089.95,3090.00,3100.10,3094.93,3103.56,3101.37,3095.72,3090.76,3095.80,,,,,
1650537021,3122.44,3121.86,3117.91,3117.91,3117.91,3118.79,3119.53,3121.08,3119.53,3119.68,3120.36,3120.39,3121.00,3123.19,3123.21,3123.22,3123.25,3123.37,3123.40,3123.52,3123.52,3123.52,3123.67,3121.44,3121.68,3122.05,3122.44,3122.44,3122.44,3122.49,3122.92,3123.93,3121.32,3121.01,3119.54,3116.85,3120.03,3118.66,3118.01,,,,,
1650537919,3122.44,3121.86,3117.91,3117.91,3117.91,3118.79,3119.53,3121.08,3119.53,3119.68,3120.36,3120.39,3121.00,3123.19,3123.21,3123.22,3123.25,3123.37,3123.40,3123.52,3123.52,3123.52,3123.67,3121.44,3121.68,3122.05,3122.44,3122.44,3122.44,3122.49,3122.92,3123.93,3130.51,3127.02,3129.74,3128.02,3124.06,3118.96,3126.82,,,,,
1650538827,3132.37,3132.37,3131.78,3132.20,3132.32,3130.23,3130.23,3130.73,3130.98,3131.09,3131.11,3131.12,3131.30,3131.32,3131.55,3131.75,3133.48,3133.67,3133.78,3133.94,3133.94,3134.73,3134.76,3134.92,3136.55,3137.69,3132.37,3132.37,3133.38,3133.38,3133.45,3133.45,3132.00,3132.10,3129.50,3128.65,3133.38,3130.12,3128.79,,,,,
1650539720,3132.37,3132.37,3131.78,3132.20,3132.32,3130.23,3130.23,3130.73,3130.98,3131.09,3131.11,3131.12,3131.30,3131.32,3131.55,3131.75,3133.48,3133.67,3133.78,3133.94,3133.94,3134.73,3134.76,3134.92,3136.55,3137.69,3132.37,3132.37,3133.38,3133.38,3133.45,3133.45,3140.23,3140.42,3137.34,3135.71,3134.98,3134.83,3136.56,,,,,
1650540624,3132.37,3132.37,3131.78,3132.20,3132.32,3130.23,3130.23,3130.73,3130.98,3131.09,3131.11,3131.12,3131.30,3131.32,3131.55,3131.75,3133.48,3133.67,3133.78,3133.94,3133.94,3134.73,3134.76,3134.92,3136.55,3137.69,3132.37,3132.37,3133.38,3133.38,3133.45,3133.45,3144.67,3141.16,3147.92,3141.60,3138.09,3139.21,3138.00,,,,,
1650541519,3148.36,3148.57,3148.25,3148.36,3148.43,3148.73,3148.75,3148.75,3148.75,3148.75,3148.81,3148.82,3148.84,3141.93,3142.34,3142.34,3142.91,3145.58,3145.59,3147.08,3147.08,3147.08,3147.57,3147.88,3147.89,3149.14,3149.43,3149.43,3150.44,3149.09,3147.90,3148.08,3157.76,3157.90,3154.80,3152.62,3150.99,3150.44,3151.66,,,,,
1650542427,3149.19,3148.01,3146.32,3148.58,3148.75,3148.75,3150.19,3150.37,3150.37,3150.37,3150.64,3150.67,3151.23,3151.23,3151.54,3147.75,3147.96,3149.62,3149.69,3149.95,3150.01,3147.04,3147.24,3148.06,3148.26,3148.49,3148.75,3148.75,3148.99,3149.19,3149.20,3149.34,3155.92,3148.89,3153.87,3151.81,3153.57,3146.16,3149.35,,,,,
1650543318,3149.19,3148.01,3146.32,3148.58,3148.75,3148.75,3150.19,3150.37,3150.37,3150.37,3150.64,3150.67,3151.23,3151.23,3151.54,3147.75,3147.96,3149.62,3149.69,3149.95,3150.01,3147.04,3147.24,3148.06,3148.26,3148.49,3148.75,3148.75,3148.99,3149.19,3149.20,3149.34,3153.91,3157.70,3150.24,3145.82,3156.25,3153.44,3152.89,,,,,
1650544219,3149.19,3148.01,3146.32,3148.58,3148.75,3148.75,3150.19,3150.37,3150.37,3150.37,3150.64,3150.67,3151.23,3151.23,3151.54,3147.75,3147.96,3149.62,3149.69,3149.95,3150.01,3147.04,3147.24,3148.06,3148.26,3148.49,3148.75,3148.75,3148.99,3149.19,3149.20,3149.34,3150.60,3148.83,3150.54,3149.45,3148.41,3148.21,3147.48,,,,,
1650545124,3149.19,3148.01,3146.32,3148.58,3148.75,3148.75,3150.19,3150.37,3150.37,3150.37,3150.64,3150.67,3151.23,3151.23,3151.54,3147.75,3147.96,3149.62,3149.69,3149.95,3150.01,3147.04,3147.24,3148.06,3148.26,3148.49,3148.75,3148.75,3148.99,3149.19,3149.20,3149.34,3159.35,3151.62,3162.08,3160.95,3157.10,3148.51,3152.59,,,,,
1650546024,3168.15,3167.75,3167.75,3167.41,3167.41,3167.47,3167.43,3166.16,3167.12,3167.12,3167.63,3167.75,3167.75,3167.75,3168.15,3168.28,3168.40,3168.50,3169.11,3169.26,3169.27,3169.28,3167.75,3168.15,3169.29,3169.32,3169.33,3169.41,3169.42,3169.48,3169.49,3170.48,3167.27,3168.62,3164.37,3162.15,3163.35,3165.90,3165.28,,,,,
1650546919,3168.15,3167.75,3167.75,3167.41,3167.41,3167.47,3167.43,3166.16,3167.12,3167.12,3167.63,3167.75,3167.75,3167.75,3168.15,3168.28,3168.40,3168.50,3169.11,3169.26,3169.27,3169.28,3167.75,3168.15,3169.29,3169.32,3169.33,3169.41,3169.42,3169.48,3169.49,3170.48,3160.31,3159.59,3158.01,3157.42,3158.84,3159.69,3157.27,,,,,
1650547822,3168.15,3167.75,3167.75,3167.41,3167.41,3167.47,3167.43,3166.16,3167.12,3167.12,3167.63,3167.75,3167.75,3167.75,3168.15,3168.28,3168.40,3168.50,3169.11,3169.26,3169.27,3169.28,3167.75,3168.15,3169.29,3169.32,3169.33,3169.41,3169.42,3169.48,3169.49,3170.48,3167.81,3180.94,3167.17,3165.74,3167.74,3166.90,3164.67,,,,,
1650548720,3168.15,3167.75,3167.75,3167.41,3167.41,3167.47,3167.43,3166.16,3167.12,3167.12,3167.63,3167.75,3167.75,3167.75,3168.15,3168.28,3168.40,3168.50,3169.11,3169.26,3169.27,3169.28,3167.75,3168.15,3169.29,3169.32,3169.33,3169.41,3169.42,3169.48,3169.49,3170.48,3166.52,3169.94,3159.42,3161.47,3163.86,3167.46,3164.14,,,,,
1650549631,3157.26,3155.81,3156.71,3157.04,3155.81,3155.88,3155.89,3155.90,3155.96,3157.26,3157.76,3157.87,3158.51,3159.05,3159.90,3159.94,3159.94,3159.94,3155.96,3155.96,3156.14,3156.19,3156.41,3156.41,3156.59,3159.94,3160.07,3160.07,3160.07,3160.35,3160.35,3162.70,3160.70,3157.74,3155.57,3155.93,3158.46,3157.00,3158.22,,,,,
1650550521,3157.26,3155.81,3156.71,3157.04,3155.81,3155.88,3155.89,3155.90,3155.96,3157.26,3157.76,3157.87,3158.51,3159.05,3159.90,3159.94,3159.94,3159.94,3155.96,3155.96,3156.14,3156.19,3156.41,3156.41,3156.59,3159.94,3160.07,3160.07,3160.07,3160.35,3160.35,3162.70,3152.85,3153.93,3150.40,3150.42,3146.50,3148.41,3151.27,,,,,
1650551420,3157.26,3155.81,3156.71,3157.04,3155.81,3155.88,3155.89,3155.90,3155.96,3157.26,3157.76,3157.87,3158.51,3159.05,3159.90,3159.94,3159.94,3159.94,3155.96,3155.96,3156.14,3156.19,3156.41,3156.41,3156.59,3159.94,3160.07,3160.07,3160.07,3160.35,3160.35,3162.70,3153.74,3153.89,3153.95,3152.06,3151.29,3151.73,3149.42,,,,,
